"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","Reporting_Airline","DOT_ID_Reporting_Airline","IATA_CODE_Reporting_Airline","Tail_Number","Flight_Number_Reporting_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum",
2024,1,2,21,3,2024-02-21,"AS",19930,"AS","N536AS","1139",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1723","1725",2.00,2.00,0.00,0,"1700-1759",28.00,"1753","2004",10.00,"2002","2014",12.00,12.00,0.00,0,"2000-2059",0.00,"",0.00,159.00,169.00,131.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,22,4,2024-02-22,"AS",19930,"AS","N585AS","1138",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1359","1354",-5.00,0.00,0.00,-1,"1300-1359",14.00,"1408","1613",4.00,"1628","1617",-11.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,149.00,143.00,125.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,22,4,2024-02-22,"AS",19930,"AS","N585AS","1139",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1723","1708",-15.00,0.00,0.00,-1,"1700-1759",14.00,"1722","1928",7.00,"2002","1935",-27.00,0.00,0.00,-2,"2000-2059",0.00,"",0.00,159.00,147.00,126.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,23,5,2024-02-23,"AS",19930,"AS","N546AS","1138",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1359","1349",-10.00,0.00,0.00,-1,"1300-1359",22.00,"1411","1615",2.00,"1628","1617",-11.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,149.00,148.00,124.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,23,5,2024-02-23,"AS",19930,"AS","N546AS","1139",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1722","1708",-14.00,0.00,0.00,-1,"1700-1759",16.00,"1724","1923",8.00,"1959","1931",-28.00,0.00,0.00,-2,"1900-1959",0.00,"",0.00,157.00,143.00,119.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,24,6,2024-02-24,"AS",19930,"AS","N538AS","1138",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1359","1351",-8.00,0.00,0.00,-1,"1300-1359",10.00,"1401","1604",4.00,"1628","1608",-20.00,0.00,0.00,-2,"1600-1659",0.00,"",0.00,149.00,137.00,123.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,24,6,2024-02-24,"AS",19930,"AS","N538AS","1139",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1723","1701",-22.00,0.00,0.00,-2,"1700-1759",8.00,"1709","1915",6.00,"2002","1921",-41.00,0.00,0.00,-2,"2000-2059",0.00,"",0.00,159.00,140.00,126.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,25,7,2024-02-25,"AS",19930,"AS","N546AS","1138",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1412","1403",-9.00,0.00,0.00,-1,"1400-1459",15.00,"1418","1626",3.00,"1641","1629",-12.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,149.00,146.00,128.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,25,7,2024-02-25,"AS",19930,"AS","N546AS","1193",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1736","1722",-14.00,0.00,0.00,-1,"1700-1759",10.00,"1732","1937",6.00,"2015","1943",-32.00,0.00,0.00,-2,"2000-2059",0.00,"",0.00,159.00,141.00,125.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,26,1,2024-02-26,"AS",19930,"AS","N566AS","1138",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1359","1352",-7.00,0.00,0.00,-1,"1300-1359",27.00,"1419","1617",6.00,"1628","1623",-5.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,149.00,151.00,118.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,26,1,2024-02-26,"AS",19930,"AS","N566AS","1139",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1723","1706",-17.00,0.00,0.00,-2,"1700-1759",9.00,"1715","1937",14.00,"2002","1951",-11.00,0.00,0.00,-1,"2000-2059",0.00,"",0.00,159.00,165.00,142.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,27,2,2024-02-27,"AS",19930,"AS","N495AS","1138",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1359","1503",64.00,64.00,1.00,4,"1300-1359",16.00,"1519","1713",3.00,"1628","1716",48.00,48.00,1.00,3,"1600-1659",0.00,"",0.00,149.00,133.00,114.00,1.00,908.00,4,48.00,0.00,0.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,27,2,2024-02-27,"AS",19930,"AS","N495AS","1139",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1723","1803",40.00,40.00,1.00,2,"1700-1759",13.00,"1816","2034",6.00,"2002","2040",38.00,38.00,1.00,2,"2000-2059",0.00,"",0.00,159.00,157.00,138.00,1.00,908.00,4,0.00,0.00,0.00,0.00,38.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,28,3,2024-02-28,"AS",19930,"AS","N548AS","1138",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1359","1352",-7.00,0.00,0.00,-1,"1300-1359",14.00,"1406","1610",6.00,"1628","1616",-12.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,149.00,144.00,124.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,28,3,2024-02-28,"AS",19930,"AS","N548AS","1139",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1723","1711",-12.00,0.00,0.00,-1,"1700-1759",12.00,"1723","1926",6.00,"2002","1932",-30.00,0.00,0.00,-2,"2000-2059",0.00,"",0.00,159.00,141.00,123.00,1.00,908.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,29,4,2024-02-29,"AS",19930,"AS","N609AS","1138",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1359","1549",110.00,110.00,1.00,7,"1300-1359",11.00,"1600","1816",4.00,"1628","1820",112.00,112.00,1.00,7,"1600-1659",0.00,"",0.00,149.00,151.00,136.00,1.00,908.00,4,19.00,0.00,2.00,0.00,91.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,29,4,2024-02-29,"AS",19930,"AS","N609AS","1139",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"1723","1905",102.00,102.00,1.00,6,"1700-1759",12.00,"1917","2120",7.00,"2002","2127",85.00,85.00,1.00,5,"2000-2059",0.00,"",0.00,159.00,142.00,123.00,1.00,908.00,4,0.00,0.00,0.00,0.00,85.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,26,1,2024-02-26,"OO",20304,"OO","N713EV","6250",14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"0829","0821",-8.00,0.00,0.00,-1,"0800-0859",33.00,"0854","0919",3.00,"0912","0922",10.00,10.00,0.00,0,"0900-0959",0.00,"",0.00,103.00,121.00,85.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,26,1,2024-02-26,"OO",20304,"OO","N713EV","6250",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0956","0950",-6.00,0.00,0.00,-1,"0900-0959",13.00,"1003","1209",9.00,"1235","1218",-17.00,0.00,0.00,-2,"1200-1259",0.00,"",0.00,99.00,88.00,66.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,27,2,2024-02-27,"OO",20304,"OO","N772SK","6250",14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"0829","0823",-6.00,0.00,0.00,-1,"0800-0859",22.00,"0845","0900",5.00,"0912","0905",-7.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,103.00,102.00,75.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,29,4,2024-02-29,"OO",20304,"OO","N708SK","6250",14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"0829","0820",-9.00,0.00,0.00,-1,"0800-0859",26.00,"0846","0858",5.00,"0912","0903",-9.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,103.00,103.00,72.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,29,4,2024-02-29,"OO",20304,"OO","N708SK","6250",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0956","0946",-10.00,0.00,0.00,-1,"0900-0959",8.00,"0954","1201",9.00,"1235","1210",-25.00,0.00,0.00,-2,"1200-1259",0.00,"",0.00,99.00,84.00,67.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,14,3,2024-02-14,"OO",20304,"OO","N779SK","4802",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14771,1477104,32457,"SFO","San Francisco, CA","CA","06","California",91,"0720","0845",85.00,85.00,1.00,5,"0700-0759",28.00,"0913","1020",7.00,"0840","1027",107.00,107.00,1.00,7,"0800-0859",0.00,"",0.00,80.00,102.00,67.00,1.00,262.00,2,0.00,85.00,22.00,0.00,0.00,"0714",6.00,6.00,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,21,3,2024-02-21,"OO",20304,"OO","N750EV","6250",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0956","1002",6.00,6.00,0.00,0,"0900-0959",16.00,"1018","1225",5.00,"1235","1230",-5.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,99.00,88.00,67.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,20,2,2024-02-20,"OO",20304,"OO","N656CA","6250",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0956","0946",-10.00,0.00,0.00,-1,"0900-0959",12.00,"0958","1201",11.00,"1235","1212",-23.00,0.00,0.00,-2,"1200-1259",0.00,"",0.00,99.00,86.00,63.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,21,3,2024-02-21,"OO",20304,"OO","N750EV","6250",14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"0829","0824",-5.00,0.00,0.00,-1,"0800-0859",47.00,"0911","0932",6.00,"0912","0938",26.00,26.00,1.00,1,"0900-0959",0.00,"",0.00,103.00,134.00,81.00,1.00,455.00,2,26.00,0.00,0.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,12,1,2024-02-12,"OO",20304,"OO","N797SK","5259",14771,1477104,32457,"SFO","San Francisco, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"2243","2249",6.00,6.00,0.00,0,"2200-2259",15.00,"2304","2348",3.00,"0004","2351",-13.00,0.00,0.00,-1,"0001-0559",0.00,"",0.00,81.00,62.00,44.00,1.00,262.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,18,7,2024-02-18,"OO",20304,"OO","N622UX","5647",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"1657","1651",-6.00,0.00,0.00,-1,"1600-1659",17.00,"1708","1732",8.00,"1755","1740",-15.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,58.00,49.00,24.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,15,4,2024-02-15,"OO",20304,"OO","N145SY","4796",12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"2240","2237",-3.00,0.00,0.00,-1,"2200-2259",12.00,"2249","2316",4.00,"2334","2320",-14.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,54.00,43.00,27.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,20,2,2024-02-20,"OO",20304,"OO","N145SY","5596",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"0600","0557",-3.00,0.00,0.00,-1,"0600-0659",19.00,"0616","0640",5.00,"0658","0645",-13.00,0.00,0.00,-1,"0600-0659",0.00,"",0.00,58.00,48.00,24.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,21,3,2024-02-21,"OO",20304,"OO","N146SY","4796",12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"2240","2233",-7.00,0.00,0.00,-1,"2200-2259",20.00,"2253","2314",6.00,"2334","2320",-14.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,54.00,47.00,21.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,16,5,2024-02-16,"OO",20304,"OO","N612UX","5419",12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1522","1512",-10.00,0.00,0.00,-1,"1500-1559",28.00,"1540","1601",9.00,"1616","1610",-6.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,54.00,58.00,21.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,21,3,2024-02-21,"OO",20304,"OO","N107SY","5596",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"0600","0555",-5.00,0.00,0.00,-1,"0600-0659",20.00,"0615","0641",11.00,"0658","0652",-6.00,0.00,0.00,-1,"0600-0659",0.00,"",0.00,58.00,57.00,26.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,16,5,2024-02-16,"OO",20304,"OO","N145SY","5596",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"0600","0554",-6.00,0.00,0.00,-1,"0600-0659",11.00,"0605","0628",11.00,"0658","0639",-19.00,0.00,0.00,-2,"0600-0659",0.00,"",0.00,58.00,45.00,23.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,26,1,2024-02-26,"OO",20304,"OO","N208SY","5596",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"0600","0556",-4.00,0.00,0.00,-1,"0600-0659",12.00,"0608","0634",11.00,"0658","0645",-13.00,0.00,0.00,-1,"0600-0659",0.00,"",0.00,58.00,49.00,26.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,26,1,2024-02-26,"OO",20304,"OO","N624UX","5647",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"1657","1647",-10.00,0.00,0.00,-1,"1600-1659",26.00,"1713","1744",10.00,"1755","1754",-1.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,58.00,67.00,31.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,25,7,2024-02-25,"OO",20304,"OO","N208SY","4796",12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"2240","2240",0.00,0.00,0.00,0,"2200-2259",18.00,"2258","2324",3.00,"2334","2327",-7.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,54.00,47.00,26.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,25,7,2024-02-25,"OO",20304,"OO","N624UX","5419",12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1522","1532",10.00,10.00,0.00,0,"1500-1559",13.00,"1545","1607",6.00,"1616","1613",-3.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,54.00,41.00,22.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,25,7,2024-02-25,"OO",20304,"OO","N624UX","5647",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"1657","1647",-10.00,0.00,0.00,-1,"1600-1659",24.00,"1711","1741",12.00,"1755","1753",-2.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,58.00,66.00,30.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,22,4,2024-02-22,"OO",20304,"OO","N620UX","5647",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"1657","1647",-10.00,0.00,0.00,-1,"1600-1659",27.00,"1714","1739",7.00,"1755","1746",-9.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,58.00,59.00,25.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,26,1,2024-02-26,"OO",20304,"OO","N209SY","4796",12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"2240","2237",-3.00,0.00,0.00,-1,"2200-2259",21.00,"2258","2318",4.00,"2334","2322",-12.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,54.00,45.00,20.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,24,6,2024-02-24,"OO",20304,"OO","N162SY","5596",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"0600","0552",-8.00,0.00,0.00,-1,"0600-0659",15.00,"0607","0634",9.00,"0658","0643",-15.00,0.00,0.00,-1,"0600-0659",0.00,"",0.00,58.00,51.00,27.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,28,3,2024-02-28,"OO",20304,"OO","N620UX","5419",12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"1522","1515",-7.00,0.00,0.00,-1,"1500-1559",19.00,"1534","1555",8.00,"1616","1603",-13.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,54.00,48.00,21.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,28,3,2024-02-28,"OO",20304,"OO","N620UX","5647",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,12892,1289208,32575,"LAX","Los Angeles, CA","CA","06","California",91,"1657","1647",-10.00,0.00,0.00,-1,"1600-1659",15.00,"1702","1733",10.00,"1755","1743",-12.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,58.00,56.00,31.00,1.00,89.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,13,2,2024-02-13,"OO",20304,"OO","N779SK","5259",14771,1477104,32457,"SFO","San Francisco, CA","CA","06","California",91,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,"2243","2233",-10.00,0.00,0.00,-1,"2200-2259",15.00,"2248","2330",3.00,"0004","2333",-31.00,0.00,0.00,-2,"0001-0559",0.00,"",0.00,81.00,60.00,42.00,1.00,262.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2024,1,2,18,7,2024-02-18,"OO",20304,"OO","N772SK","6250",14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0956","0939",-17.00,0.00,0.00,-2,"0900-0959",16.00,"0955","1155",15.00,"1235","1210",-25.00,0.00,0.00,-2,"1200-1259",0.00,"",0.00,99.00,91.00,60.00,1.00,455.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
